"Last updated","Type","Suburb","Venue","Date and time of exposure","Health advice"
"15/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Lakemba","Best Price Supermarket126 Haldon Street","12:55pm to 1:05pm on Sunday 11 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"15/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Miller","Blooms The Chemist MillerMiller Central, 90 Cartwright Avenue","12:30pm to 1:30pm on Monday 12 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"15/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Fairfield Heights","Boulevarde Pharmacy176 The Boulevarde","10am to 11am on Tuesday 13 July 20216:45pm to 7:30pm on Monday 12 July 20219am to 10am on Saturday 10 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"15/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Alexandria","Bunnings Alexandria8/40 Euston Rd","12:25pm to 12:40pm on Thursday 8 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"15/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Jamisontown","Bunnings Penrith2745 Wolseley Street","9am to 10am on Saturday 10 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"15/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Edensor Park","Coles Edensor ParkEdensor Road and Allambie Road","10:10am to 10:50am on Saturday 10 July 202110:10am to 10:50am on Sunday 4 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"15/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Condell Park","Condell Park Discount Drug Store50 Simmat Avenue","11:25am to 11:35am on Monday 12 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"15/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Fairfield Heights","Fairfield Heights Pharmacy 275 The Boulevarde","4:30pm to 6pm on Monday 12 July 20215:30pm to 6pm on Tuesday 6 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"15/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Greenacre","Hanson Concrete Australia 18-20 Bellfrog Street","All day on Wednesday 7 July 2021All day on Tuesday 6 July 2021All day on Monday 5 July 2021All day on Sunday 4 July 2021All day on Saturday 3 July 2021All day on Friday 2 July 2021All day on Thursday 1 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"15/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Belrose","Lawrence Dry Cleaners Glenrose Village56-58 Glen Street","10:30am to 11am on Wednesday 14 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"15/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Merrylands","Mansours BBQ124 Merrylands Road","7pm to 8pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
